,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K,age_10
37714,38,7,12,5,0,4,1,4,0,5,0,5,39,1,3
37721,45,4,8,2,2,3,0,4,1,5,0,4,39,0,4
37726,51,4,9,4,2,4,0,4,1,5,0,5,39,1,5
37736,42,7,9,4,0,10,4,4,0,5,0,4,39,0,4
37758,57,4,11,15,6,12,1,4,0,5,0,3,39,0,5
37775,60,4,9,4,2,10,0,4,1,13,0,4,39,1,6
37776,55,4,15,1,2,13,0,4,1,5,0,4,39,0,5
37798,33,4,9,4,5,13,4,4,0,11,0,4,39,0,3
37807,51,6,12,5,4,4,1,4,1,0,0,2,39,1,5
37825,66,0,9,4,2,0,5,4,0,5,0,0,39,0,6
37833,38,4,8,2,2,3,0,4,1,5,0,4,39,0,3
37835,36,4,9,4,0,4,4,4,0,5,0,4,39,0,3
37857,35,7,12,5,4,1,1,4,1,5,0,4,39,0,3
37864,32,4,9,4,2,4,0,4,1,5,0,5,39,1,3
37866,23,4,8,2,4,1,1,4,1,5,0,5,39,0,2
37868,58,4,11,15,2,4,0,4,1,5,0,2,5,0,5
37871,29,4,15,1,0,6,4,4,0,5,0,3,39,0,2
37897,19,4,11,15,4,8,3,4,0,5,0,2,39,0,1
37930,22,4,9,4,4,8,3,4,0,5,0,2,39,0,2
37940,35,4,15,1,2,12,5,4,0,5,0,4,39,1,3
37967,42,4,11,15,2,8,0,4,1,5,0,4,39,0,4
37971,40,4,9,4,2,4,0,4,1,5,2,4,39,1,4
37987,20,4,15,1,4,12,3,4,1,5,0,3,39,0,2
37993,25,4,9,4,4,4,1,4,0,5,0,6,39,0,2
37998,36,4,15,1,4,14,1,4,1,5,0,5,33,0,3
38000,22,4,11,15,2,14,0,4,1,5,0,4,39,0,2
38025,30,2,11,15,2,3,0,4,1,5,0,4,39,0,3
38043,51,4,0,12,0,1,2,4,0,5,0,3,39,0,5
38071,36,5,15,1,2,12,5,4,0,5,2,1,39,1,3
38079,17,4,1,13,4,14,1,4,1,5,0,4,39,0,1
38090,29,4,15,1,4,1,1,4,0,5,0,4,13,0,2
38110,25,4,9,4,4,10,1,4,1,5,0,3,39,0,2
38121,47,4,10,7,2,12,0,4,1,5,0,6,39,0,4
38136,20,4,11,15,4,5,2,4,1,5,0,4,39,0,2
38141,38,7,0,12,5,1,4,2,0,5,0,4,39,0,3
38145,25,2,15,1,0,11,1,4,0,5,0,4,39,0,2
38162,37,4,7,3,4,13,1,4,1,5,0,4,39,0,3
38178,27,4,8,2,5,1,3,4,0,5,0,4,39,0,2
38180,52,4,15,1,2,3,0,4,1,5,0,4,39,0,5
38183,61,6,11,15,2,12,0,4,1,5,0,5,0,0,6
38239,45,4,9,4,2,3,0,4,1,5,0,5,39,0,4
38256,35,4,11,15,4,12,4,2,0,5,0,4,39,0,3
38258,59,6,14,6,2,10,0,4,1,5,0,3,39,1,5
38264,61,4,10,7,2,10,0,4,1,5,0,4,39,1,6
38265,35,4,11,15,0,7,4,4,0,5,0,4,39,0,3
38280,63,2,11,15,4,4,1,4,0,14,0,3,39,1,6
38304,19,4,2,14,4,3,3,4,1,5,0,4,39,0,1
38326,37,5,9,4,2,12,0,4,1,5,0,5,39,1,3
38332,61,5,9,4,2,12,0,4,1,5,0,4,39,1,6
38336,51,7,11,15,2,8,0,4,1,5,0,4,39,1,5
38343,26,6,0,12,4,4,1,4,1,5,0,7,39,1,2
38347,25,4,11,15,4,14,1,4,1,5,0,4,39,0,2
38354,51,4,15,1,2,4,5,4,0,5,0,3,39,1,5
38364,66,6,14,6,4,10,1,4,1,5,0,2,0,0,6
38378,44,4,6,11,4,9,4,4,0,5,0,5,33,0,4
38395,30,4,15,1,4,12,1,4,1,5,0,5,39,0,3
38409,35,4,15,1,4,1,1,4,0,5,0,3,39,0,3
38410,45,4,15,1,2,12,0,4,1,5,0,6,39,1,4
38432,19,0,15,1,4,0,3,2,1,5,0,3,39,0,1
38433,39,4,11,15,5,3,4,4,1,5,0,5,39,0,3
38446,35,6,15,1,0,3,3,4,1,5,0,4,39,0,3
38450,20,4,11,15,4,7,3,4,0,5,0,4,39,0,2
38462,27,7,11,15,5,11,1,4,1,5,0,4,39,0,2
38468,59,7,12,5,2,10,0,1,1,5,0,5,30,1,5
38474,53,4,9,4,2,12,0,1,1,5,2,4,37,1,5
38475,20,4,15,1,4,14,1,4,1,5,0,6,39,0,2
38484,45,4,15,1,0,1,1,4,1,5,0,3,39,0,4
38488,25,0,9,4,4,0,3,4,0,5,0,3,8,0,2
38493,20,0,15,1,4,0,3,4,1,5,0,3,39,0,2
38503,24,4,8,2,4,4,3,4,0,5,0,6,39,0,2
38509,45,5,9,4,2,4,0,4,1,5,0,4,39,1,4
38526,62,0,11,15,2,0,0,4,1,5,0,4,39,0,6
38537,48,4,9,4,4,12,2,4,0,5,0,3,39,1,4
38549,57,5,5,10,2,4,0,4,1,5,0,9,12,1,5
38572,42,4,15,1,2,3,0,4,1,5,0,5,39,0,4
38574,17,4,1,13,4,5,3,4,0,5,0,1,39,0,1
38585,46,4,15,1,2,7,0,4,1,5,0,5,39,1,4
38607,49,2,11,15,2,7,0,4,1,5,3,4,39,0,4
38611,45,4,11,15,2,8,0,4,1,5,0,3,39,0,4
38616,43,7,11,15,2,3,0,4,1,5,0,3,39,0,4
38620,46,4,11,15,0,8,3,4,1,5,0,4,39,0,4
38639,46,2,9,4,2,10,0,2,1,5,0,4,39,1,4
38680,41,2,15,1,2,11,0,2,1,5,0,6,39,1,4
38686,27,4,11,15,4,6,4,2,0,5,0,4,39,0,2
38702,30,4,9,4,2,10,0,4,1,5,0,4,39,1,3
38734,34,5,11,15,2,4,0,4,1,5,0,5,39,0,3
38740,52,1,15,1,2,1,0,4,1,5,0,4,39,1,5
38750,36,5,11,15,4,4,1,4,1,5,0,5,39,0,3
38752,52,4,0,12,2,7,0,4,1,5,0,5,39,0,5
38798,56,6,8,2,3,12,1,4,1,5,0,4,39,0,5
38799,27,4,1,13,4,3,4,2,1,5,0,4,39,0,2
38813,48,2,11,15,0,8,1,4,0,5,0,3,39,0,4
38817,27,4,11,15,2,3,0,4,1,5,0,4,39,0,2
38831,62,5,10,7,2,10,0,4,1,4,0,8,39,1,6
38857,43,5,8,2,2,5,0,4,1,5,0,8,39,0,4
38863,62,4,10,7,2,10,0,4,1,1,0,4,39,1,6
38869,34,6,11,15,0,4,4,4,0,5,3,3,39,1,3
38874,46,4,9,4,2,3,0,4,1,5,0,5,39,1,4
38880,30,4,9,4,2,10,0,4,1,5,0,4,39,1,3
38901,49,0,15,1,6,0,4,4,0,5,0,6,39,0,4
38907,51,6,12,5,2,10,5,4,0,1,0,5,0,1,5
38917,31,6,11,15,2,3,3,4,1,5,0,4,39,0,3
38925,53,4,15,1,2,3,0,4,1,5,0,4,39,0,5
38930,38,4,11,15,4,14,1,4,1,5,0,4,39,0,3
38940,18,4,1,13,4,8,3,4,1,6,0,1,39,0,1
38949,53,4,11,15,2,14,0,4,1,5,0,4,39,0,5
38959,37,2,12,5,2,4,0,4,1,5,0,5,39,1,3
38972,30,4,15,1,2,3,0,4,1,5,0,4,39,0,3
38978,17,4,0,12,4,12,3,4,0,5,0,2,39,0,1
38985,22,4,9,4,4,1,3,4,0,5,0,4,39,0,2
39020,35,4,9,4,2,12,0,4,1,5,0,5,39,0,3
39027,54,0,4,9,2,0,0,4,1,5,0,4,39,0,5
39041,32,4,11,15,4,1,3,4,0,5,0,4,39,0,3
39054,34,4,11,15,2,14,0,4,1,5,0,4,39,0,3
39064,28,2,15,1,4,12,1,4,1,5,2,9,39,0,2
39085,34,4,15,1,4,13,3,4,1,5,0,4,39,0,3
39093,22,4,15,1,2,13,5,3,0,5,0,1,39,0,2
39109,43,2,9,4,4,8,3,4,1,5,0,4,39,0,4
39153,43,4,11,15,2,14,0,4,1,5,0,5,39,0,4
39168,30,5,15,1,4,4,1,4,0,5,0,4,39,1,3
39193,64,4,4,9,6,9,4,2,0,5,0,0,39,0,6
39203,20,4,11,15,4,8,3,4,0,5,2,2,39,0,2
39224,19,4,15,1,4,12,3,4,1,5,0,4,39,0,1
39239,25,4,11,15,2,7,0,4,1,5,0,5,39,0,2
39246,68,4,15,1,6,3,1,4,1,5,0,1,39,0,6
39247,31,4,11,15,4,9,1,4,0,5,0,4,8,0,3
39249,64,4,12,5,2,4,0,4,1,5,0,2,39,1,6
39267,38,4,11,15,4,4,1,4,1,5,0,4,39,0,3
39284,57,4,11,15,2,7,0,4,1,5,0,5,39,0,5
39320,41,4,0,12,0,6,4,4,0,5,0,4,39,0,4
39327,63,2,9,4,6,10,1,4,0,10,0,4,39,0,6
39333,64,6,12,5,4,10,1,4,0,5,0,3,0,0,6
39334,62,4,9,4,2,12,0,4,1,5,0,2,39,1,6
39339,29,4,7,3,0,6,1,4,0,5,0,4,39,0,2
39368,25,4,15,1,2,12,0,4,1,5,0,5,39,0,2
39372,40,5,9,4,2,12,0,1,1,5,0,4,35,1,4
39375,47,0,15,1,2,0,5,4,0,5,0,0,39,0,4
39377,28,0,1,13,4,0,4,2,0,5,0,3,39,0,2
39379,48,4,5,10,0,8,1,4,1,5,0,4,39,0,4
39399,25,4,12,5,4,10,3,4,0,5,0,4,39,0,2
39406,21,4,15,1,4,1,3,4,0,5,0,1,0,0,2
39409,36,4,9,4,4,4,3,4,1,5,0,4,39,0,3
39413,35,5,9,4,2,13,0,4,1,5,0,4,39,1,3
39422,58,4,5,10,5,8,1,4,0,5,0,2,39,0,5
39426,34,4,15,1,0,1,4,4,0,5,0,4,39,0,3
39428,23,4,15,1,4,10,1,3,0,5,0,3,39,0,2
39442,50,1,11,15,2,13,0,4,1,13,0,5,39,1,5
39444,38,1,15,1,5,6,1,4,1,5,0,4,39,0,3
39477,55,0,0,12,6,0,1,4,0,5,0,4,39,0,5
39483,26,4,11,15,4,1,4,2,0,5,0,4,23,0,2
39493,57,4,11,15,4,8,2,2,0,5,0,3,39,0,5
39517,40,4,9,4,2,1,0,4,1,5,0,4,39,1,4
39523,31,7,15,1,4,8,3,2,0,5,0,4,39,0,3
39540,42,4,12,5,2,4,0,4,1,5,3,5,39,1,4
39543,48,6,9,4,4,10,1,4,1,5,0,3,39,1,4
39551,30,4,15,1,4,12,1,4,1,5,0,4,39,0,3
39560,58,4,11,15,0,1,4,4,0,4,0,4,39,1,5
39562,64,2,15,1,6,4,1,4,1,5,0,5,39,0,6
39607,22,0,7,3,4,0,3,4,1,5,0,4,39,0,2
39611,23,4,15,1,4,1,3,2,0,5,0,2,39,0,2
39619,59,4,11,15,0,1,1,2,1,5,0,4,39,0,5
39621,26,4,11,15,2,4,0,4,1,5,0,4,39,0,2
39649,24,4,9,4,2,10,0,4,1,5,0,4,39,0,2
39652,49,4,9,4,2,4,0,4,1,5,0,4,39,1,4
39653,37,4,9,4,2,13,0,4,1,5,0,4,39,1,3
39667,28,4,11,15,2,12,0,4,1,5,0,5,39,0,2
39687,26,4,9,4,5,12,1,4,0,5,0,4,39,0,2
39703,31,4,8,2,4,1,4,2,0,5,0,3,39,0,3
39723,47,4,11,15,2,13,0,4,1,5,0,6,39,1,4
39731,23,4,11,15,5,7,3,4,1,5,0,5,39,0,2
39760,27,5,11,15,4,4,1,4,1,5,0,5,39,0,2
39762,31,2,9,4,2,10,0,4,1,5,0,4,39,0,3
39773,26,4,15,1,4,3,3,4,1,5,0,4,39,0,2
39846,27,4,15,1,4,1,3,4,0,5,0,4,27,0,2
39858,35,4,7,3,2,4,0,4,1,5,0,4,39,1,3
39864,51,4,3,8,6,3,1,4,1,5,0,4,26,0,5
39871,37,4,9,4,2,10,0,4,1,5,0,4,39,1,3
39874,24,4,7,3,2,6,0,4,1,5,0,4,39,0,2
39883,65,4,9,4,2,4,0,4,1,4,0,4,39,1,6
39898,47,6,5,10,2,4,0,4,1,5,0,5,39,1,4
39901,34,4,9,4,2,10,0,4,1,5,0,4,39,0,3
39902,45,4,15,1,2,12,0,4,1,5,3,4,39,1,4
39912,27,4,11,15,0,3,4,4,0,5,0,3,39,0,2
39927,45,4,11,15,2,3,0,4,1,1,0,4,39,1,4
39931,53,5,11,15,2,12,0,4,1,5,0,7,39,1,5
39943,41,6,11,15,4,3,1,4,1,5,0,4,39,0,4
39946,34,7,15,1,2,11,0,4,1,5,0,4,39,0,3
39951,24,4,8,2,4,4,1,4,0,5,0,4,39,0,2
39952,51,4,11,15,2,4,0,4,1,5,0,4,39,0,5
39963,50,4,12,5,2,4,0,4,1,5,0,5,39,1,5
39969,24,6,9,4,4,4,3,4,1,5,0,4,39,0,2
39987,24,4,15,1,4,4,3,4,1,5,0,4,39,0,2
39989,35,2,15,1,2,3,0,4,1,5,0,4,39,1,3
39991,62,4,9,4,2,4,0,4,1,5,0,4,39,1,6
40014,33,4,11,15,3,1,1,2,1,5,0,4,39,0,3
40025,55,4,11,15,2,12,5,4,0,5,0,4,2,1,5
40028,34,4,15,1,4,1,3,4,1,5,0,4,39,1,3
40035,45,4,11,15,2,3,0,4,1,11,0,4,39,0,4
40040,40,4,12,5,0,4,1,4,1,5,2,5,39,0,4
40045,47,5,15,1,2,12,0,4,1,13,0,4,39,1,4
40057,57,4,11,15,6,8,4,4,0,5,0,4,39,0,5
40084,41,4,11,15,2,12,5,4,0,5,0,2,39,0,4
40101,63,6,9,4,2,12,0,4,1,5,0,4,39,1,6
40102,41,0,11,15,2,0,0,4,1,5,0,2,2,0,4
40105,31,4,7,3,0,10,3,4,0,5,0,4,39,0,3
40127,27,4,10,7,2,10,0,4,1,5,0,8,39,0,2
40130,27,4,7,3,3,3,1,4,1,5,0,5,39,0,2
40137,45,1,12,5,2,10,0,4,1,5,0,4,39,1,4
40138,26,4,12,5,4,10,1,4,0,5,0,4,39,0,2
40140,34,4,11,15,2,3,0,4,1,5,0,4,39,0,3
40160,65,2,11,15,2,6,0,4,1,12,0,4,39,1,6
40163,27,4,11,15,2,4,3,4,1,5,0,4,39,0,2
40165,49,4,15,1,2,8,2,4,1,5,0,3,39,0,4
40174,41,4,8,2,2,1,0,4,1,13,0,4,39,1,4
40179,47,2,12,5,2,10,5,4,0,5,0,6,39,1,4
40189,22,4,15,1,4,4,1,4,1,5,0,3,39,0,2
40202,18,4,1,13,4,6,3,4,1,5,0,2,39,0,1
40209,22,4,7,3,4,8,1,4,0,5,0,1,39,0,2
40228,27,4,11,15,4,1,1,4,0,5,0,2,39,0,2
40241,29,4,11,15,2,1,0,4,1,5,0,4,39,0,2
40246,24,4,11,15,2,8,0,4,1,5,0,4,13,0,2
40247,39,6,10,7,2,10,0,4,1,5,0,5,39,1,3
40297,29,4,9,4,4,4,1,4,0,5,0,4,39,0,2
40347,67,0,5,10,0,0,1,4,1,5,0,4,39,0,6
40372,37,2,7,3,0,8,4,4,1,5,0,6,39,1,3
40373,37,4,11,15,2,3,0,4,1,5,0,4,39,1,3
40376,37,4,11,15,4,6,3,4,1,5,0,4,39,0,3
40400,24,4,12,5,4,10,3,4,0,5,0,4,39,0,2
40448,20,4,11,15,2,8,0,4,1,5,0,2,39,0,2
40450,64,7,9,4,2,10,0,4,1,11,0,4,39,1,6
40456,49,4,11,15,0,12,1,4,0,5,0,4,39,0,4
40459,29,0,11,15,4,0,3,4,1,5,0,2,39,0,2
40461,22,4,11,15,4,14,1,4,1,5,0,4,39,0,2
40481,50,1,11,15,5,12,2,0,0,5,0,4,39,0,5
40508,33,4,15,1,2,10,5,4,0,5,0,4,39,0,3
40511,36,6,12,5,4,10,1,4,0,5,0,6,39,1,3
40525,37,4,11,15,0,7,4,4,0,5,0,4,39,0,3
40549,29,4,12,5,4,10,1,4,1,5,0,5,12,1,2
40561,30,4,11,15,4,1,3,4,0,5,0,4,39,0,3
40575,31,4,14,6,2,10,0,4,1,5,0,5,39,0,3
40580,47,4,11,15,2,12,0,4,1,5,0,5,39,1,4
40582,35,4,1,13,4,7,1,4,1,5,0,4,39,0,3
40588,30,4,2,14,2,5,0,4,1,5,0,4,39,0,3
40590,51,4,9,4,4,10,1,1,0,5,0,3,30,0,5
40617,34,4,11,15,5,1,4,4,0,5,0,3,39,0,3
40620,21,4,15,1,4,1,3,4,0,5,0,4,39,0,2
40639,75,0,11,15,6,0,1,4,0,5,0,1,39,0,7
40650,17,4,1,13,4,8,3,4,0,5,0,2,39,0,1
40654,44,2,9,4,2,10,5,2,0,5,0,3,39,1,4
40662,59,4,2,14,6,7,2,4,0,5,0,4,39,0,5
40668,63,4,15,1,0,8,1,4,0,5,0,3,39,0,6
40680,35,4,9,4,2,12,0,4,1,5,2,6,39,1,3
40687,29,4,15,1,4,12,1,4,1,5,0,4,39,0,2
40692,26,4,7,3,2,10,5,4,0,5,0,4,39,1,2
40705,58,6,11,15,0,7,4,4,1,5,0,2,39,0,5
40716,24,4,11,15,4,3,3,4,1,5,0,4,39,0,2
40730,29,4,1,13,2,3,0,4,1,5,0,4,39,0,2
40734,26,4,11,15,4,12,1,4,0,5,0,3,39,0,2
40762,65,1,15,1,6,1,1,4,1,5,2,2,31,0,6
40765,22,4,0,12,4,12,4,2,0,5,0,4,39,0,2
40768,64,6,11,15,6,12,1,4,0,5,0,7,39,0,6
40778,43,4,11,15,5,1,4,4,0,5,0,2,39,0,4
40779,40,4,0,12,0,7,1,4,1,5,0,4,39,0,4
40799,46,4,7,3,4,3,1,2,0,5,0,5,39,0,4
40813,42,4,11,15,2,12,5,4,0,5,0,4,39,1,4
40820,53,0,11,15,2,0,5,2,0,5,0,0,39,0,5
40824,64,4,11,15,2,1,0,4,1,5,0,3,39,0,6
40846,39,4,8,2,0,1,4,4,0,5,0,5,39,0,3
40870,63,4,8,2,0,4,1,2,1,5,2,4,39,0,6
40875,35,4,8,2,2,13,0,4,1,5,0,5,39,1,3
40884,29,4,9,4,4,10,1,4,1,0,0,5,39,1,2
40918,24,4,8,2,4,1,3,4,0,5,0,4,39,0,2
40919,70,0,11,15,2,0,0,4,1,5,0,4,39,0,7
40929,24,4,11,15,4,1,3,4,0,5,0,4,39,0,2
40933,57,4,11,15,2,11,0,4,1,5,0,4,39,0,5
40937,22,4,0,12,4,8,1,4,0,5,0,3,39,0,2
40942,20,4,15,1,4,8,3,4,0,5,0,3,39,0,2
40972,53,2,9,4,2,10,0,2,1,5,0,4,39,1,5
40979,31,1,8,2,2,6,0,4,1,5,0,4,39,0,3
41023,68,6,11,15,2,3,0,4,1,5,0,2,39,0,6
41033,35,4,7,3,2,8,0,1,1,5,0,4,37,0,3
41043,50,6,12,5,2,4,0,4,1,5,0,6,39,1,5
41059,40,5,1,13,2,4,0,4,1,1,0,2,39,1,4
41064,46,4,12,5,4,4,4,4,1,5,0,4,39,0,4
41067,38,6,12,5,4,10,1,4,0,5,0,4,39,0,3
41083,29,4,9,4,0,10,1,4,1,8,0,1,39,0,2
41113,26,4,11,15,4,1,4,2,1,5,2,4,39,0,2
41117,27,2,11,15,4,8,3,4,1,5,0,4,39,0,2
41135,30,4,15,1,2,13,0,4,1,5,0,4,0,0,3
41145,29,4,11,15,4,8,3,4,0,5,0,2,39,0,2
41147,19,0,15,1,4,0,3,4,1,5,0,2,39,0,1
41151,27,4,11,15,2,7,0,4,1,8,0,4,39,0,2
41181,28,7,11,15,2,11,0,2,1,5,0,4,39,0,2
41215,36,4,11,15,2,4,0,4,1,5,0,5,39,1,3
41225,73,4,15,1,2,11,0,4,1,5,0,4,39,0,7
41238,21,0,7,3,4,0,1,4,1,5,0,4,39,0,2
41248,37,6,11,15,2,14,0,4,1,5,0,5,39,0,3
41249,62,0,15,1,2,0,0,4,1,5,0,1,39,0,6
41253,35,4,11,15,2,5,0,4,1,5,2,4,39,0,3
41256,36,6,15,1,2,12,0,4,1,5,0,5,39,0,3
41257,62,0,5,10,2,0,0,4,1,5,0,1,39,0,6
41279,30,2,7,3,4,6,1,4,1,5,0,4,39,0,3
41283,53,4,11,15,4,12,1,4,1,5,0,4,39,0,5
41295,35,4,9,4,2,4,0,4,1,5,0,5,39,1,3
41319,44,6,15,1,3,4,1,4,1,5,0,8,10,0,4
41367,55,4,6,11,2,7,5,4,0,5,0,4,39,0,5
41378,20,4,15,1,2,12,0,4,1,5,0,4,39,0,2
41385,44,4,11,15,2,3,0,4,1,5,0,4,39,0,4
41387,62,0,11,15,2,0,0,4,1,5,0,4,39,1,6
41403,48,4,8,2,2,3,0,4,1,5,0,4,39,1,4
41408,22,4,15,1,4,12,1,4,1,5,0,3,39,0,2
41419,33,4,11,15,2,4,0,4,1,11,0,5,39,1,3
41438,44,4,9,4,0,10,4,2,0,5,0,3,39,0,4
41447,34,2,15,1,0,11,4,2,0,5,0,4,39,0,3
41460,59,4,11,15,2,13,0,4,1,5,0,4,39,1,5
41468,41,4,11,15,2,3,0,4,1,5,0,4,39,0,4
41491,85,4,12,5,6,10,1,4,0,5,0,0,39,0,8
41497,36,4,11,15,2,6,0,4,1,5,0,6,39,1,3
41534,28,4,15,1,4,12,3,4,1,5,0,3,39,0,2
41563,55,4,11,15,2,3,0,4,1,5,0,4,39,1,5
41564,46,5,14,6,2,10,0,4,1,5,0,4,39,1,4
41565,31,4,12,5,2,4,5,4,0,5,0,4,39,1,3
41581,43,7,15,1,5,3,1,4,1,5,0,3,39,0,4
41593,41,6,11,15,2,4,0,4,1,5,0,5,39,0,4
41597,20,4,11,15,4,7,3,4,0,5,0,4,39,0,2
41600,27,4,15,1,0,8,4,2,0,5,0,3,39,0,2
41603,49,5,11,15,2,12,0,4,1,5,0,4,39,0,4
41605,28,4,8,2,0,10,4,4,0,5,2,4,39,0,2
41634,72,4,8,2,2,1,0,4,1,5,0,4,2,1,7
41643,40,4,15,1,4,4,1,4,0,5,2,4,39,0,4
41646,59,4,1,13,2,14,0,4,1,5,0,4,39,0,5
41655,33,6,9,4,0,3,1,4,1,5,2,6,39,0,3
41669,34,6,15,1,4,5,1,4,1,5,0,3,39,0,3
41687,40,4,15,1,2,3,0,4,1,5,0,5,39,0,4
41695,59,4,11,15,2,3,0,4,1,5,0,5,39,0,5
41716,23,6,11,15,2,6,3,4,1,5,0,4,39,0,2
41719,31,4,12,5,4,10,1,4,0,8,0,4,39,0,3
41730,62,4,12,5,2,4,0,4,1,5,0,5,39,0,6
41732,42,6,14,6,4,10,1,4,1,5,0,3,39,0,4
41744,42,4,14,6,2,13,0,4,1,5,0,6,39,1,4
41770,18,4,11,15,4,11,1,4,1,5,0,4,33,0,1
41795,63,4,11,15,2,3,0,4,1,5,0,4,39,0,6
41801,66,6,11,15,6,12,1,4,1,5,0,4,39,0,6
41819,51,7,11,15,0,1,1,4,0,5,0,3,39,0,5
41822,42,4,11,15,0,8,1,4,1,5,0,4,39,0,4
41865,28,4,7,3,4,1,2,4,1,5,0,3,39,0,2
41876,44,2,11,15,0,1,4,4,0,5,0,3,39,0,4
41890,36,0,9,4,4,0,3,4,0,5,0,5,39,0,3
41903,65,0,11,15,2,0,0,4,1,5,0,1,39,0,6
41924,31,6,11,15,4,3,1,4,1,5,0,4,39,0,3
41980,18,4,1,13,4,6,3,4,1,5,0,2,39,0,1
41984,19,4,11,15,4,8,4,2,1,5,0,4,39,0,1
41996,62,4,11,15,4,11,1,4,1,5,0,4,39,0,6
42016,31,4,11,15,4,4,4,2,0,5,0,4,39,0,3
42058,22,4,9,4,4,8,3,4,1,5,0,1,39,0,2
42059,59,4,2,14,2,7,0,2,1,5,0,4,39,1,5
42069,27,2,12,5,2,10,0,4,1,5,0,3,39,0,2
42081,52,4,15,1,0,12,1,4,0,5,0,4,39,0,5
42098,50,4,12,5,2,12,0,4,1,5,0,6,39,0,5
42170,25,4,7,3,4,13,1,4,1,5,0,1,0,0,2
42182,44,4,7,3,5,1,1,4,1,5,0,3,39,0,4
42188,39,6,7,3,2,4,0,4,1,5,0,5,39,0,3
42208,21,4,15,1,2,1,5,4,0,5,0,2,39,0,2
42211,64,6,1,13,2,3,0,4,1,5,0,4,39,0,6
42257,63,4,1,13,2,3,0,4,1,5,2,4,39,1,6
42258,33,1,11,15,4,3,3,4,1,5,0,4,39,0,3
42261,21,6,11,15,4,5,3,4,1,5,0,2,39,0,2
42268,66,7,5,10,6,8,1,2,0,8,0,4,39,0,6
42288,19,0,15,1,4,0,3,4,0,5,0,3,39,0,1
42304,33,6,12,5,4,4,1,2,0,5,0,7,39,1,3
42307,36,4,0,12,2,14,0,4,1,5,0,7,39,0,3
42316,46,2,12,5,2,10,0,4,1,5,0,5,39,1,4
42330,28,4,15,1,2,12,5,4,0,5,0,4,39,1,2
42332,52,4,14,6,4,10,1,4,1,5,2,4,39,1,5
42334,35,4,11,15,4,10,4,4,0,5,0,3,39,0,3
42344,66,4,5,10,3,8,1,4,0,5,0,2,39,0,6
42352,58,4,11,15,2,14,0,4,1,5,0,4,39,0,5
42382,24,4,7,3,4,8,3,4,0,5,0,0,39,0,2
42386,59,4,15,1,2,4,0,4,1,5,0,4,39,1,5
42389,37,2,5,10,2,7,0,4,1,5,0,4,39,0,3
42393,57,6,5,10,2,3,0,4,1,5,0,5,39,0,5
42418,24,4,11,15,4,1,3,4,0,5,0,4,39,0,2
42424,81,4,5,10,2,6,0,4,1,5,0,2,32,0,8
42428,33,4,10,7,2,10,0,4,1,5,2,9,39,1,3
42435,42,6,11,15,2,10,0,4,1,5,0,5,39,1,4
42441,45,5,14,6,2,10,0,4,1,5,0,5,39,1,4
42443,38,4,1,13,2,7,0,4,1,5,0,3,39,0,3
42458,28,1,11,15,4,10,3,4,0,5,0,4,39,0,2
42472,18,4,11,15,4,1,3,4,0,5,0,4,39,0,1
42481,60,4,12,5,2,1,0,4,1,5,0,4,39,0,6
42483,24,4,7,3,4,6,3,4,1,5,0,3,39,0,2
42492,30,4,2,14,4,8,3,2,0,5,0,2,0,0,3
42532,35,4,11,15,4,1,4,4,0,5,0,4,39,0,3
42538,46,4,15,1,2,6,0,4,1,5,0,4,39,0,4
42556,63,4,9,4,2,4,0,4,1,1,0,4,39,1,6
42564,18,0,15,1,4,0,3,4,1,5,0,4,39,0,1
42574,48,4,8,2,2,3,0,4,1,5,0,4,39,1,4
42580,35,6,15,1,2,4,0,4,1,5,0,6,39,0,3
42582,40,4,11,15,0,8,1,4,0,5,0,4,39,0,4
42583,27,1,8,2,2,2,0,4,1,5,0,4,0,1,2
42594,38,4,12,5,2,4,0,4,1,5,0,5,39,1,3
42599,29,4,15,1,2,3,0,4,1,5,0,5,39,0,2
42612,21,0,15,1,4,0,3,4,0,5,0,4,39,0,2
42616,47,6,12,5,0,14,1,4,1,5,3,5,39,1,4
42627,33,2,11,15,0,8,3,2,0,5,0,4,39,0,3
42639,43,4,11,15,2,3,0,4,1,5,0,4,39,1,4
42653,39,6,11,15,5,5,1,4,1,5,0,5,39,0,3
42659,28,4,8,2,4,1,2,4,1,5,0,4,21,0,2
42686,55,4,11,15,5,8,4,2,0,5,0,4,0,0,5
42694,35,4,15,1,0,1,1,4,0,5,0,5,39,0,3
42724,39,4,15,1,5,3,4,4,0,5,0,2,39,0,3
42726,67,4,11,15,6,4,1,4,0,5,0,3,39,0,6
42731,43,4,4,9,2,8,0,4,1,5,0,4,26,0,4
42737,31,4,9,4,4,4,3,4,0,5,2,3,0,0,3
42752,27,6,9,4,4,12,1,4,1,5,0,4,39,0,2
42771,35,4,9,4,2,10,0,4,1,5,2,4,39,1,3
42774,33,4,11,15,2,3,0,4,1,5,0,4,39,0,3
42776,31,4,15,1,2,1,0,4,1,5,0,4,39,0,3
42787,43,4,15,1,0,8,1,4,0,5,0,3,39,0,4
42808,19,0,15,1,4,0,3,4,0,5,0,2,39,0,1
42810,21,4,15,1,4,7,3,4,0,5,0,3,39,0,2
42827,20,4,7,3,4,12,3,4,0,5,0,2,39,0,2
